Run	Short	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	BREED	Bytes	Center Name	Consent	Cultivar	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Ecotype	Experiment	Instrument	isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	sex	specimen	SRA Study	strain	tissue	sub_species
SRR9680737	Neosav	RNA-Seq	126	1307026854	PRJNA552202	SAMN12247639	Model organism or animal	not applicable	714848423	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441078	Illumina HiSeq 2500	not applicable	Neosav_LOC8_NKD2_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neosav_LOC8_NKD2_LP_F	female	Neosav_LOC8_NKD2_LP_F	SRP214209	not applicable	lpj	
SRR9680738	Neotet	RNA-Seq	126	1394765316	PRJNA552202	SAMN12247650	Model organism or animal	not applicable	764612538	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441077	Illumina HiSeq 2500	not applicable	Neotet_IPF7_JHB4_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus tetracanthus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotet_IPF7_JHB4_BR_M	male	Neotet_IPF7_JHB4_BR_M	SRP214209	not applicable	brain	
SRR9680739	Neopul	RNA-Seq	126	1186153164	PRJNA552202	SAMN12247596	Model organism or animal	not applicable	564416039	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441076	Illumina HiSeq 2500	not applicable	Neopul_ISB4_JME9_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus pulcher	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neopul_ISB4_JME9_VE_F	female	Neopul_ISB4_JME9_VE_F	SRP214209	not applicable	liver	
SRR9680740	Neonig	RNA-Seq	126	1437182208	PRJNA552202	SAMN12247571	Model organism or animal	not applicable	767952152	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441075	Illumina HiSeq 2500	not applicable	Neonig_ONH2_QBD3_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH2_QBD3_BR_M	male	Neonig_ONH2_QBD3_BR_M	SRP214209	not applicable	brain	
SRR9680741	Neonig	RNA-Seq	126	1216336212	PRJNA552202	SAMN12247570	Model organism or animal	not applicable	650273059	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441074	Illumina HiSeq 2500	not applicable	Neonig_ONH2_QBD2_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neonig_ONH2_QBD2_LP_M	male	Neonig_ONH2_QBD2_LP_M	SRP214209	not applicable	lpj	
SRR9680742	Neonig	RNA-Seq	126	1184622768	PRJNA552202	SAMN12247569	Model organism or animal	not applicable	625740335	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441073	Illumina HiSeq 2500	not applicable	Neonig_ONH2_QBD1_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH2_QBD1_GI_M	male	Neonig_ONH2_QBD1_GI_M	SRP214209	not applicable	gills	
SRR9680743	Neonig	RNA-Seq	126	1240192044	PRJNA552202	SAMN12247568	Model organism or animal	not applicable	655481691	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441072	Illumina HiSeq 2500	not applicable	Neonig_ONH2_QBC9_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neonig_ONH2_QBC9_AD_M	male	Neonig_ONH2_QBC9_AD_M	SRP214209	not applicable	gonads	
SRR9680744	Neonig	RNA-Seq	126	1275581160	PRJNA552202	SAMN12247567	Model organism or animal	not applicable	701397923	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441071	Illumina HiSeq 2500	not applicable	Neonig_ONH2_QBC8_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH2_QBC8_VE_M	male	Neonig_ONH2_QBC8_VE_M	SRP214209	not applicable	liver	
SRR9680745	Neonig	RNA-Seq	126	1307795328	PRJNA552202	SAMN12247566	Model organism or animal	not applicable	719776534	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441070	Illumina HiSeq 2500	not applicable	Neonig_ONH1_QBC2_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neonig_ONH1_QBC2_BR_M	male	Neonig_ONH1_QBC2_BR_M	SRP214209	not applicable	brain	
SRR9680746	Neonig	RNA-Seq	126	1132216218	PRJNA552202	SAMN12247565	Model organism or animal	not applicable	554299730	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441069	Illumina HiSeq 2500	not applicable	Neonig_ONH1_QBC1_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH1_QBC1_LP_M	male	Neonig_ONH1_QBC1_LP_M	SRP214209	not applicable	lpj	
SRR9680747	Neonig	RNA-Seq	126	1623290256	PRJNA552202	SAMN12247564	Model organism or animal	not applicable	878114182	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441068	Illumina HiSeq 2500	not applicable	Neonig_ONH1_QBB9_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH1_QBB9_GI_M	male	Neonig_ONH1_QBB9_GI_M	SRP214209	not applicable	gills	
SRR9680748	Neonig	RNA-Seq	126	1284796674	PRJNA552202	SAMN12247563	Model organism or animal	not applicable	687771901	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441067	Illumina HiSeq 2500	not applicable	Neonig_ONH1_QBB8_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH1_QBB8_AD_M	male	Neonig_ONH1_QBB8_AD_M	SRP214209	not applicable	gonads	
SRR9680749	Neonig	RNA-Seq	126	1303504650	PRJNA552202	SAMN12247562	Model organism or animal	not applicable	703818982	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441066	Illumina HiSeq 2500	not applicable	Neonig_ONH1_QBB7_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONH1_QBB7_VE_M	male	Neonig_ONH1_QBB7_VE_M	SRP214209	not applicable	liver	
SRR9680750	Neosav	RNA-Seq	126	1134490014	PRJNA552202	SAMN12247632	Model organism or animal	not applicable	607398253	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441065	Illumina HiSeq 2500	not applicable	Neosav_LOC7_NKB8_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neosav_LOC7_NKB8_AD_F	female	Neosav_LOC7_NKB8_AD_F	SRP214209	not applicable	gonads	
SRR9680751	Neosav	RNA-Seq	126	1016661240	PRJNA552202	SAMN12247633	Model organism or animal	not applicable	546746958	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441064	Illumina HiSeq 2500	not applicable	Neosav_LOC7_NKB9_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neosav_LOC7_NKB9_GI_F	female	Neosav_LOC7_NKB9_GI_F	SRP214209	not applicable	gills	
SRR9680752	Neosav	RNA-Seq	126	1001944818	PRJNA552202	SAMN12247634	Model organism or animal	not applicable	500416491	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441063	Illumina HiSeq 2500	not applicable	Neosav_LOC7_NKC1_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neosav_LOC7_NKC1_LP_F	female	Neosav_LOC7_NKC1_LP_F	SRP214209	not applicable	lpj	
SRR9680753	Neosav	RNA-Seq	126	1308708450	PRJNA552202	SAMN12247635	Model organism or animal	not applicable	703093652	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441062	Illumina HiSeq 2500	not applicable	Neosav_LOC7_NKC2_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neosav_LOC7_NKC2_BR_F	female	Neosav_LOC7_NKC2_BR_F	SRP214209	not applicable	brain	
SRR9680754	Neotoa	RNA-Seq	126	1389088512	PRJNA552202	SAMN12247680	Model organism or animal	not applicable	750616491	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441061	Illumina HiSeq 2500	not applicable	Neotoa_JZD6_KTA4_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotoa_JZD6_KTA4_VE_F	female	Neotoa_JZD6_KTA4_VE_F	SRP214209	not applicable	liver	
SRR9680755	Neotoa	RNA-Seq	126	1197227556	PRJNA552202	SAMN12247681	Model organism or animal	not applicable	636047977	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441060	Illumina HiSeq 2500	not applicable	Neotoa_JZD6_KTA5_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neotoa_JZD6_KTA5_AD_F	female	Neotoa_JZD6_KTA5_AD_F	SRP214209	not applicable	gonads	
SRR9680756	Neosav	RNA-Seq	126	1604733858	PRJNA552202	SAMN12247638	Model organism or animal	not applicable	789330538	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441059	Illumina HiSeq 2500	not applicable	Neosav_LOC8_NKD1_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neosav_LOC8_NKD1_GI_F	female	Neosav_LOC8_NKD1_GI_F	SRP214209	not applicable	gills	
SRR9680757	Neopul	RNA-Seq	126	1077374088	PRJNA552202	SAMN12247597	Model organism or animal	not applicable	567025485	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441058	Illumina HiSeq 2500	not applicable	Neopul_ISB4_JMF1_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus pulcher	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neopul_ISB4_JMF1_AD_F	female	Neopul_ISB4_JMF1_AD_F	SRP214209	not applicable	gonads	
SRR9680758	Neotoa	RNA-Seq	126	1309682808	PRJNA552202	SAMN12247676	Model organism or animal	not applicable	767960420	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441057	Illumina HiSeq 2500	not applicable	Neotoa_JZD5_KSI3_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neotoa_JZD5_KSI3_AD_M	male	Neotoa_JZD5_KSI3_AD_M	SRP214209	not applicable	gonads	
SRR9680759	Neotoa	RNA-Seq	126	1103591286	PRJNA552202	SAMN12247677	Model organism or animal	not applicable	586146894	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441056	Illumina HiSeq 2500	not applicable	Neotoa_JZD5_KSI4_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotoa_JZD5_KSI4_GI_M	male	Neotoa_JZD5_KSI4_GI_M	SRP214209	not applicable	gills	
SRR9680760	Neotoa	RNA-Seq	126	1398400290	PRJNA552202	SAMN12247678	Model organism or animal	not applicable	800156502	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441055	Illumina HiSeq 2500	not applicable	Neotoa_JZD5_KSI5_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotoa_JZD5_KSI5_LP_M	male	Neotoa_JZD5_KSI5_LP_M	SRP214209	not applicable	lpj	
SRR9680761	Neotoa	RNA-Seq	126	1239847308	PRJNA552202	SAMN12247679	Model organism or animal	not applicable	709638065	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441054	Illumina HiSeq 2500	not applicable	Neotoa_JZD5_KSI6_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotoa_JZD5_KSI6_BR_M	male	Neotoa_JZD5_KSI6_BR_M	SRP214209	not applicable	brain	
SRR9680762	Neotet	RNA-Seq	126	1059780960	PRJNA552202	SAMN12247672	Model organism or animal	not applicable	528882768	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441053	Illumina HiSeq 2500	not applicable	Neotet_MUD2_LZA6_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus tetracanthus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neotet_MUD2_LZA6_GI_M	male	Neotet_MUD2_LZA6_GI_M	SRP214209	not applicable	gills	
SRR9680763	Neotet	RNA-Seq	126	1155537936	PRJNA552202	SAMN12247673	Model organism or animal	not applicable	576338614	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441052	Illumina HiSeq 2500	not applicable	Neotet_MUD2_LZA7_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus tetracanthus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotet_MUD2_LZA7_LP_M	male	Neotet_MUD2_LZA7_LP_M	SRP214209	not applicable	lpj	
SRR9680764	Neotet	RNA-Seq	126	1419966324	PRJNA552202	SAMN12247674	Model organism or animal	not applicable	686940999	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441051	Illumina HiSeq 2500	not applicable	Neotet_MUD2_LZB1_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus tetracanthus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotet_MUD2_LZB1_BR_M	male	Neotet_MUD2_LZB1_BR_M	SRP214209	not applicable	brain	
SRR9680765	Neotoa	RNA-Seq	126	1190946456	PRJNA552202	SAMN12247675	Model organism or animal	not applicable	635930472	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441050	Illumina HiSeq 2500	not applicable	Neotoa_JZD5_KSI2_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neotoa_JZD5_KSI2_VE_M	male	Neotoa_JZD5_KSI2_VE_M	SRP214209	not applicable	liver	
SRR9680766	Neonig	RNA-Seq	126	1301062140	PRJNA552202	SAMN12247557	Model organism or animal	not applicable	695833890	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441049	Illumina HiSeq 2500	not applicable	Neonig_ONG9_QBA6_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONG9_QBA6_VE_M	male	Neonig_ONG9_QBA6_VE_M	SRP214209	not applicable	liver	
SRR9680767	Neosav	RNA-Seq	126	1393948710	PRJNA552202	SAMN12247636	Model organism or animal	not applicable	752123523	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441048	Illumina HiSeq 2500	not applicable	Neosav_LOC8_NKC8_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neosav_LOC8_NKC8_VE_F	female	Neosav_LOC8_NKC8_VE_F	SRP214209	not applicable	liver	
SRR9680768	Neomul	RNA-Seq	126	1349442990	PRJNA552202	SAMN12247556	Model organism or animal	not applicable	709313554	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441047	Illumina HiSeq 2500	not applicable	Neomul_MPA1_NYF4_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus multifasciatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neomul_MPA1_NYF4_LP_F	female	Neomul_MPA1_NYF4_LP_F	SRP214209	not applicable	lpj	
SRR9680769	Neonig	RNA-Seq	126	1816358544	PRJNA552202	SAMN12247559	Model organism or animal	not applicable	1003586553	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441046	Illumina HiSeq 2500	not applicable	Neonig_ONG9_QBA8_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neonig_ONG9_QBA8_GI_M	male	Neonig_ONG9_QBA8_GI_M	SRP214209	not applicable	gills	
SRR9680770	Neonig	RNA-Seq	126	1566763002	PRJNA552202	SAMN12247558	Model organism or animal	not applicable	871164612	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441045	Illumina HiSeq 2500	not applicable	Neonig_ONG9_QBA7_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus niger	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:52:00Z	1	Neonig_ONG9_QBA7_AD_M	male	Neonig_ONG9_QBA7_AD_M	SRP214209	not applicable	gonads	
SRR9680771	Ophven	RNA-Seq	126	1236799746	PRJNA552202	SAMN12247734	Model organism or animal	not applicable	606844307	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441044	Illumina HiSeq 2500	not applicable	Ophven_IQD3_JKC8_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Ophthalmotilapia ventralis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Ophven_IQD3_JKC8_VE_M	male	Ophven_IQD3_JKC8_VE_M	SRP214209	not applicable	liver	
SRR9680772	Neotet	RNA-Seq	126	1142048376	PRJNA552202	SAMN12247647	Model organism or animal	not applicable	587829729	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441043	Illumina HiSeq 2500	not applicable	Neotet_IPF7_JHB1_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus tetracanthus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotet_IPF7_JHB1_AD_M	male	Neotet_IPF7_JHB1_AD_M	SRP214209	not applicable	gonads	
SRR9680773	Neosav	RNA-Seq	126	1449656712	PRJNA552202	SAMN12247640	Model organism or animal	not applicable	781183418	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441042	Illumina HiSeq 2500	not applicable	Neosav_LOC8_NKD3_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus savoryi	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neosav_LOC8_NKD3_BR_F	female	Neosav_LOC8_NKD3_BR_F	SRP214209	not applicable	brain	
SRR9680774	Ophven	RNA-Seq	126	1165878630	PRJNA552202	SAMN12247735	Model organism or animal	not applicable	607763260	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441041	Illumina HiSeq 2500	not applicable	Ophven_IQD3_JKC9_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Ophthalmotilapia ventralis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Ophven_IQD3_JKC9_AD_M	male	Ophven_IQD3_JKC9_AD_M	SRP214209	not applicable	gonads	
SRR9680775	Neomul	RNA-Seq	126	1198952874	PRJNA552202	SAMN12247555	Model organism or animal	not applicable	646723008	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441040	Illumina HiSeq 2500	not applicable	Neomul_MOI9_NYE4_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus multifasciatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neomul_MOI9_NYE4_BR_F	female	Neomul_MOI9_NYE4_BR_F	SRP214209	not applicable	brain	
SRR9680776	Neomul	RNA-Seq	126	1190496132	PRJNA552202	SAMN12247554	Model organism or animal	not applicable	626974526	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441039	Illumina HiSeq 2500	not applicable	Neomul_MOI9_NYE3_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus multifasciatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neomul_MOI9_NYE3_LP_F	female	Neomul_MOI9_NYE3_LP_F	SRP214209	not applicable	lpj	
SRR9680777	Neotoa	RNA-Seq	126	1233784566	PRJNA552202	SAMN12247691	Model organism or animal	not applicable	701420692	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441038	Illumina HiSeq 2500	not applicable	Neotoa_KCE6_KTH2_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:51:00Z	1	Neotoa_KCE6_KTH2_AD_M	male	Neotoa_KCE6_KTH2_AD_M	SRP214209	not applicable	gonads	
SRR9680778	Neotoa	RNA-Seq	126	1210375404	PRJNA552202	SAMN12247690	Model organism or animal	not applicable	677950567	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6441037	Illumina HiSeq 2500	not applicable	Neotoa_KCE6_KTH1_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Neolamprologus toae	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T08:50:00Z	1	Neotoa_KCE6_KTH1_VE_M	male	Neotoa_KCE6_KTH1_VE_M	SRP214209	not applicable	liver	
